Gene	Mean.UTR5.Length_Mouse	Median.UTR5.Length_Mouse	Human	Mean.UTR5.Length_Human	Median.UTR5.Length_Human
ENSMUSG00000028044	136	170	ENSG00000173207	125.66666666666667	65
ENSMUSG00000028047	39.5	39.5	ENSG00000169231	113.35714285714286	103.5
ENSMUSG00000028048	122.5	153	ENSG00000177628	145.5	154.5
ENSMUSG00000028049	97.66666666666667	102	ENSG00000116521	196	163
ENSMUSG00000028051	137	137	ENSG00000143630	128	128
ENSMUSG00000028053	237	237	ENSG00000116539	198.77777777777777	99
ENSMUSG00000028057	53.25	45.5	ENSG00000143622	75.5	75
ENSMUSG00000028059	120.75	101	ENSG00000116584	95.75	88.5
ENSMUSG00000028060	47	47	ENSG00000132680	33	33
ENSMUSG00000028062	147.33333333333334	151	ENSG00000116586	82	98
ENSMUSG00000028063	164	204	ENSG00000160789	120.54545454545455	102
ENSMUSG00000028064	108.28571428571429	115	ENSG00000196189	139.5	169
ENSMUSG00000028066	21.5	21.5	ENSG00000260238	16.666666666666668	9
ENSMUSG00000028068	125	129	ENSG00000183856	36	36
ENSMUSG00000028069	230.5	103.5	ENSG00000160818	58	62
ENSMUSG00000028070	5	5	ENSG00000163382	34.5	34
ENSMUSG00000028071	194	194	ENSG00000027869	144.5	144.5
ENSMUSG00000028072	18	18	ENSG00000198400	117.14285714285714	120
ENSMUSG00000028073	82.6	70	ENSG00000187800	86.25	108
ENSMUSG00000028076	123	123	NA	NA	NA
ENSMUSG00000028078	315	206.5	ENSG00000170390	292.5	292.5
ENSMUSG00000028080	103	75	ENSG00000198589	268.8	79.5
ENSMUSG00000028081	133	133	ENSG00000145425	67.25	45
ENSMUSG00000028082	136.93333333333334	139	ENSG00000109686	154.6	154
ENSMUSG00000028085	21	21	ENSG00000059691	13.25	12.5
ENSMUSG00000028086	162.125	113.5	ENSG00000109670	303.44444444444446	93
ENSMUSG00000028088	106.5	90	ENSG00000131781	159.8	77
ENSMUSG00000028089	32	32	ENSG00000131778	39.833333333333336	36.5
ENSMUSG00000028093	391	391	ENSG00000162836	353	353
ENSMUSG00000028096	123	123	ENSG00000117262	83.2	63
ENSMUSG00000028098	145	145	ENSG00000265491	222	222
ENSMUSG00000028099	172.2	127	ENSG00000186141	199	174
ENSMUSG00000028100	30.333333333333332	28	ENSG00000186364	11	11
ENSMUSG00000028101	73.75	72	ENSG00000131788	73	73
ENSMUSG00000028102	117.33333333333333	78	ENSG00000131779	56.5	56.5
ENSMUSG00000028104	75	80	NA	NA	NA
ENSMUSG00000028106	17	17	ENSG00000163125	213.33333333333334	65
ENSMUSG00000028107	34	33	ENSG00000143374	33.333333333333336	32
ENSMUSG00000028108	126	126	ENSG00000143369	112.66666666666667	103
ENSMUSG00000028109	39.666666666666664	47	ENSG00000143452	77	77.5
ENSMUSG00000028111	41	41	ENSG00000143387	160.125	82
ENSMUSG00000028114	181	158	ENSG00000145388	143	143
ENSMUSG00000028115	98	52	ENSG00000163141	348.5	146
ENSMUSG00000028116	104.5	104.5	ENSG00000172399	82.5	82.5
ENSMUSG00000028121	208.5	208.5	ENSG00000137936	123.77777777777777	111
ENSMUSG00000028124	429	429	ENSG00000023909	280	280
ENSMUSG00000028125	57.666666666666664	52	ENSG00000198691	91.5	91.5
ENSMUSG00000028126	409	414.5	ENSG00000143398	444.5	444.5
ENSMUSG00000028127	116	116	ENSG00000117528	90	90
ENSMUSG00000028128	178	178	ENSG00000117525	62	62
ENSMUSG00000028132	182.875	139.5	ENSG00000152078	137	137
ENSMUSG00000028133	16.333333333333332	18	ENSG00000122481	20.5	20.5
ENSMUSG00000028134	237.25	138.5	ENSG00000117569	74.36363636363636	78
ENSMUSG00000028136	167	167	ENSG00000143376	173.66666666666666	173
ENSMUSG00000028137	175.71428571428572	83	ENSG00000159409	407.5	407.5
ENSMUSG00000028138	89	89	ENSG00000197894	69.5	69.5
ENSMUSG00000028139	50.5	50.5	ENSG00000178796	260.4	96
ENSMUSG00000028140	20	20	ENSG00000143436	11	11
ENSMUSG00000028141	126.5	123.5	ENSG00000143450	726	167
ENSMUSG00000028145	128	128	ENSG00000159445	116	116
ENSMUSG00000028148	160	160	ENSG00000196407	147	147
ENSMUSG00000028149	100	103.5	ENSG00000138698	122.2	135
ENSMUSG00000028150	116.75	107	ENSG00000143365	95.6	121
ENSMUSG00000028152	168.6	151	ENSG00000168785	167.5	117
ENSMUSG00000028156	62.333333333333336	34	ENSG00000151247	88	75.5
ENSMUSG00000028158	104.75	86	ENSG00000138823	137.4	155
ENSMUSG00000028159	121.5	121.5	ENSG00000070190	84	84
ENSMUSG00000028161	397	397	ENSG00000138814	459.3333333333333	603
ENSMUSG00000028163	128.75	42	ENSG00000109320	256.14285714285717	270
ENSMUSG00000028164	70	70	ENSG00000109323	72.5	81
ENSMUSG00000028165	305	305	ENSG00000145354	68.5	68.5
ENSMUSG00000028167	78.75	79.5	ENSG00000164039	36	36
ENSMUSG00000028172	266	266	ENSG00000169836	310	310
ENSMUSG00000028173	237.5	237.5	ENSG00000116729	238.33333333333334	245
ENSMUSG00000028174	58	58	ENSG00000116745	49	49
ENSMUSG00000028175	71.66666666666667	68	ENSG00000024526	152.5	152.5
ENSMUSG00000028176	669	1027	ENSG00000033122	144.68421052631578	99
ENSMUSG00000028179	47	47	ENSG00000116761	126.33333333333333	148
ENSMUSG00000028180	116.66666666666667	60	ENSG00000132485	116.66666666666667	40
ENSMUSG00000028182	151	133	ENSG00000162620	164.33333333333334	160
ENSMUSG00000028184	80.375	76.5	ENSG00000117114	110.35714285714286	102
ENSMUSG00000028185	181	212	ENSG00000137976	152.25	121.5
ENSMUSG00000028186	83	83	NA	NA	NA
ENSMUSG00000028187	24	24	ENSG00000117133	19.5	19.5
ENSMUSG00000028188	133.25	137	ENSG00000122432	85	85
ENSMUSG00000028189	20.5	20.5	ENSG00000117151	25	25
ENSMUSG00000028191	197	197	ENSG00000142867	192	192
ENSMUSG00000028194	73.66666666666667	28	ENSG00000153904	152.2	116
ENSMUSG00000028195	189	189	ENSG00000142871	224	224
ENSMUSG00000028197	636	636	NA	NA	NA
ENSMUSG00000028199	293.5	293.5	ENSG00000116791	123.71428571428571	67
ENSMUSG00000028207	169.75	178	ENSG00000198363	160.16666666666666	139
ENSMUSG00000028211	132	132	ENSG00000164938	196	213
ENSMUSG00000028212	97.5	88	ENSG00000175305	89	52
ENSMUSG00000028214	75.33333333333333	107	ENSG00000164949	128.33333333333334	146
ENSMUSG00000028217	82	89	ENSG00000079112	66.33333333333333	73
ENSMUSG00000028218	75	75	ENSG00000188343	94.4	66
ENSMUSG00000028221	256	256	ENSG00000155099	110	110
ENSMUSG00000028222	135	135	ENSG00000104327	101	106
ENSMUSG00000028223	156	156	ENSG00000104325	174.75	142.5
ENSMUSG00000028224	149	149	ENSG00000104320	123.0909090909091	121
ENSMUSG00000028226	263	263	ENSG00000156103	277	277
ENSMUSG00000028228	58	58	ENSG00000085719	51.666666666666664	38
ENSMUSG00000028229	29.5	29.5	ENSG00000176623	56.4	61
ENSMUSG00000028232	88.66666666666667	64	ENSG00000167904	86.77777777777777	84
ENSMUSG00000028233	151	151	ENSG00000137574	173	173
ENSMUSG00000028234	179	179	ENSG00000008988	169.625	124.5
ENSMUSG00000028236	114.5	114.5	ENSG00000170786	283	117
ENSMUSG00000028238	108	108	ENSG00000147614	69	69
ENSMUSG00000028240	60	60	ENSG00000167910	65	65
ENSMUSG00000028243	32	32	ENSG00000215114	25	25
ENSMUSG00000028245	228	228	ENSG00000035681	205	205
ENSMUSG00000028246	233	233	ENSG00000146267	118.66666666666667	37
ENSMUSG00000028247	15	15	ENSG00000132423	20	20
ENSMUSG00000028248	169.6	85	ENSG00000132424	83.33333333333333	87
ENSMUSG00000028249	63.75	65	ENSG00000137575	189.3	49.5
ENSMUSG00000028251	93	93	NA	NA	NA
ENSMUSG00000028252	156.66666666666666	158	ENSG00000112237	133.8	120.5
ENSMUSG00000028255	31	31	ENSG00000016490	132	91
ENSMUSG00000028256	118.75	111.5	ENSG00000122417	173.45454545454547	230
ENSMUSG00000028259	90.5	90.5	ENSG00000112214	156.2	173
ENSMUSG00000028261	84	84	ENSG00000123545	90	90
ENSMUSG00000028262	25	25	NA	NA	NA
ENSMUSG00000028264	107	83	ENSG00000118434	65	65
ENSMUSG00000028266	209.25	216.5	ENSG00000143013	171.66666666666666	147
ENSMUSG00000028268	162.6	139	ENSG00000162654	108	108
ENSMUSG00000028270	115.5	115.5	ENSG00000162645	134.5	134.5
ENSMUSG00000028271	227	227	ENSG00000137947	68	68
ENSMUSG00000028273	53.8	42	ENSG00000163110	83.14285714285714	58
ENSMUSG00000028274	150	150	ENSG00000111880	209	209
ENSMUSG00000028277	170	170	ENSG00000198833	153	153
ENSMUSG00000028278	269	308	ENSG00000025039	171.33333333333334	225
ENSMUSG00000028280	133	133	ENSG00000146276	137.71428571428572	88
ENSMUSG00000028282	103.33333333333333	28	ENSG00000118412	98	98
ENSMUSG00000028284	105	143	ENSG00000135341	103.625	104
ENSMUSG00000028287	138.5	138.5	NA	NA	NA
ENSMUSG00000028289	206.33333333333334	232	ENSG00000135333	161.42857142857142	206
ENSMUSG00000028291	108	108	ENSG00000135334	549	549
ENSMUSG00000028292	34	34	ENSG00000146282	153.39473684210526	97
ENSMUSG00000028293	179	179	ENSG00000164414	54.5	54.5
ENSMUSG00000028294	90.33333333333333	119	ENSG00000272514	61.5	61.5
ENSMUSG00000028295	112	127.5	ENSG00000111850	88.625	42.5
ENSMUSG00000028298	73.5	78.5	ENSG00000135346	53	49.5
ENSMUSG00000028300	88.4	59	ENSG00000147894	68.75	47.5
ENSMUSG00000028307	61.5	61.5	ENSG00000136872	79.4	66
ENSMUSG00000028309	193.75	147	ENSG00000155827	44	44
ENSMUSG00000028310	76	76	ENSG00000188386	87	48
ENSMUSG00000028312	105	92	ENSG00000136824	161.8	169
ENSMUSG00000028314	181.5	190	NA	NA	NA
ENSMUSG00000028318	36	10	ENSG00000137054	194	194
ENSMUSG00000028322	38	38	ENSG00000107371	20	20
ENSMUSG00000028327	143	76	NA	NA	NA
ENSMUSG00000028328	212	212	ENSG00000136842	133.75	113
ENSMUSG00000028329	91	91	ENSG00000136936	48	48
ENSMUSG00000028330	240	240	ENSG00000136937	61	61
ENSMUSG00000028331	37	37	ENSG00000136932	7	7
ENSMUSG00000028332	148	148	ENSG00000136929	60	55
ENSMUSG00000028333	394	394	ENSG00000136938	215	215
ENSMUSG00000028334	111	111	ENSG00000095380	77	77
ENSMUSG00000028337	204.6	174	ENSG00000106789	168.5	168.5
ENSMUSG00000028339	337	191	ENSG00000204291	155	155
ENSMUSG00000028341	247.66666666666666	177	ENSG00000119508	222.83333333333334	109
ENSMUSG00000028343	118	118	ENSG00000023318	118.33333333333333	117
ENSMUSG00000028344	99	99	ENSG00000119509	117.25	135.5
ENSMUSG00000028345	149	175.5	ENSG00000136891	110	150
ENSMUSG00000028347	200.5	200.5	ENSG00000241697	396	396
ENSMUSG00000028348	108	108	ENSG00000170681	65	65
ENSMUSG00000028351	217	217	ENSG00000078725	266.6666666666667	370
ENSMUSG00000028354	221	221	ENSG00000155816	149.33333333333334	138
ENSMUSG00000028356	118	118	ENSG00000106927	91	91
ENSMUSG00000028357	125	125	ENSG00000136883	16	16
ENSMUSG00000028358	93.66666666666667	96	ENSG00000157657	85.5	85.5
ENSMUSG00000028359	38	38	NA	NA	NA
ENSMUSG00000028360	200	200	ENSG00000137968	63	69
ENSMUSG00000028362	288	288	ENSG00000106952	290	290
ENSMUSG00000028364	196	196	ENSG00000041982	140.33333333333334	141.5
ENSMUSG00000028367	201	201	ENSG00000136810	51.5	51.5
ENSMUSG00000028369	220	220	ENSG00000165124	267.5	267.5
ENSMUSG00000028370	368	368	ENSG00000182752	382	382
ENSMUSG00000028373	123	123	ENSG00000148219	160.71428571428572	132
ENSMUSG00000028378	46	46	ENSG00000106853	89.25	57
ENSMUSG00000028381	387	387	ENSG00000148154	402	402
ENSMUSG00000028382	145	140	ENSG00000119314	130	148
ENSMUSG00000028383	128	115	ENSG00000119471	70	70
ENSMUSG00000028385	230	230	ENSG00000148158	242	242
ENSMUSG00000028386	135	135	ENSG00000119457	195	195
ENSMUSG00000028389	175.125	83	ENSG00000136866	53.5	53.5
ENSMUSG00000028391	92.25	83	ENSG00000148225	73.25	56
ENSMUSG00000028392	40	40	ENSG00000119411	39	39
ENSMUSG00000028393	77.66666666666667	74	ENSG00000148218	74	74
ENSMUSG00000028394	72	72	ENSG00000148229	87.66666666666667	89
ENSMUSG00000028396	146.5	146.5	NA	NA	NA
ENSMUSG00000028397	104	144	ENSG00000107077	216.375	153
ENSMUSG00000028398	54	54	ENSG00000137038	44	44
ENSMUSG00000028399	179	81	ENSG00000153707	80.4375	57.5
ENSMUSG00000028402	78.33333333333333	54	ENSG00000107186	105.57142857142857	70
ENSMUSG00000028403	103.5	95	ENSG00000175893	107	89.5
ENSMUSG00000028405	245.5	245.5	ENSG00000122729	84	82.5
ENSMUSG00000028407	96	96	ENSG00000235453	211	108
ENSMUSG00000028409	121	121	ENSG00000122692	66	66
ENSMUSG00000028410	126.33333333333333	154	NA	NA	NA
ENSMUSG00000028411	67	42	ENSG00000137074	74.4	62
ENSMUSG00000028412	373	271	ENSG00000070214	176.66666666666666	218
ENSMUSG00000028413	200	200	ENSG00000086062	177	177
ENSMUSG00000028414	184	149	ENSG00000106692	59.25	35.5
ENSMUSG00000028415	43	43	ENSG00000122711	54.666666666666664	42
ENSMUSG00000028416	342.6666666666667	487	ENSG00000107262	138	138
ENSMUSG00000028417	39.5	39.5	ENSG00000186051	40	40
ENSMUSG00000028419	201	201	ENSG00000086065	115	115
ENSMUSG00000028420	64	64	ENSG00000095209	276.6666666666667	120
ENSMUSG00000028423	129	129	ENSG00000086102	42.5	42.5
ENSMUSG00000028426	319	319	ENSG00000119318	159	108.5
ENSMUSG00000028427	128.25	104.5	ENSG00000259916	173.77777777777777	125
ENSMUSG00000028430	210	210	ENSG00000165271	85	85
ENSMUSG00000028431	93	93	ENSG00000070061	148	92
ENSMUSG00000028433	70	68.5	ENSG00000137073	89.28571428571429	63
ENSMUSG00000028434	284	284	ENSG00000095203	565.5	565.5
ENSMUSG00000028435	74	74	ENSG00000165272	43	43
ENSMUSG00000028436	324	324	ENSG00000198876	267	267
ENSMUSG00000028437	121.5	121.5	ENSG00000165006	89.4	29
ENSMUSG00000028438	98	131	ENSG00000186638	94	94
ENSMUSG00000028439	287	287	ENSG00000164970	299.5	299.5
ENSMUSG00000028441	171	171	ENSG00000164972	111.42857142857143	103
ENSMUSG00000028443	18.5	18.5	ENSG00000164978	71.83333333333333	68
ENSMUSG00000028444	95	90	ENSG00000122756	123	131.5
ENSMUSG00000028445	285	285	ENSG00000168913	187.5	187.5
ENSMUSG00000028447	36.5	36.5	ENSG00000137100	24.2	17
ENSMUSG00000028451	69	69	ENSG00000174038	32.5	32.5
ENSMUSG00000028452	329	329	ENSG00000165280	240.45454545454547	270
ENSMUSG00000028453	258	258	ENSG00000221829	260.75	307
ENSMUSG00000028454	182.75	23.5	ENSG00000165282	196.42857142857142	66
ENSMUSG00000028455	337	337	ENSG00000165283	69	69
ENSMUSG00000028456	239	238.5	ENSG00000198722	186.44444444444446	173
ENSMUSG00000028457	47	52	NA	NA	NA
ENSMUSG00000028458	1496	1496	ENSG00000107140	358	358
ENSMUSG00000028459	78.6	99	ENSG00000137101	87.66666666666667	86
ENSMUSG00000028460	151	151	ENSG00000137078	78	78
ENSMUSG00000028461	55.5	55.5	ENSG00000159884	76.6	76
ENSMUSG00000028463	90	90	ENSG00000107159	32	32
ENSMUSG00000028464	128.33333333333334	110	ENSG00000198467	147.66666666666666	108
ENSMUSG00000028465	163	163	ENSG00000137076	77	77
ENSMUSG00000028466	481	481	ENSG00000107175	107	107
ENSMUSG00000028467	526	526	ENSG00000070610	473.6666666666667	514
ENSMUSG00000028468	157.75	161.5	ENSG00000107185	70.5	70.5
ENSMUSG00000028469	250	250	ENSG00000159899	449	449
ENSMUSG00000028470	27	27	ENSG00000137133	63	63
ENSMUSG00000028475	258	258	ENSG00000235387	256.6666666666667	307
ENSMUSG00000028476	76	76	ENSG00000122707	86	86
ENSMUSG00000028478	217	151.5	ENSG00000122705	139	130.5
ENSMUSG00000028479	179.33333333333334	79	ENSG00000159921	71.42857142857143	42
ENSMUSG00000028480	214.5	214.5	ENSG00000122694	90.25	41.5
ENSMUSG00000028483	25.5	25.5	ENSG00000164975	53.333333333333336	10
ENSMUSG00000028484	172	181.5	ENSG00000164985	152.28571428571428	154
ENSMUSG00000028487	138.5	99.5	ENSG00000173068	132.42857142857142	102
ENSMUSG00000028488	184.25	122	ENSG00000107295	177	177
ENSMUSG00000028492	288	288	ENSG00000155875	219.8	157
ENSMUSG00000028494	71	71	ENSG00000147872	56.5	65
ENSMUSG00000028495	86	86	ENSG00000137154	228.5	99
ENSMUSG00000028496	96.75	80	ENSG00000171843	105	93.5
ENSMUSG00000028497	56	56	ENSG00000188921	50	50
ENSMUSG00000028514	238	238	ENSG00000162402	258	258
ENSMUSG00000028517	478	478	ENSG00000284686	NA	NA
ENSMUSG00000028518	92	92	ENSG00000162409	74	74
ENSMUSG00000028519	149.33333333333334	135	ENSG00000173406	100.66666666666667	129.5
ENSMUSG00000028520	202.5	114	ENSG00000203963	34.4	21
ENSMUSG00000028521	298	298	ENSG00000116704	135	135
ENSMUSG00000028522	73	53	ENSG00000198160	85.83333333333333	85.5
ENSMUSG00000028523	117.75	96	ENSG00000152760	64.5	64.5
ENSMUSG00000028524	214	202	ENSG00000118473	177.44444444444446	161.5
ENSMUSG00000028525	243.54545454545453	246	ENSG00000184588	312.8333333333333	370
ENSMUSG00000028527	89.66666666666667	92	ENSG00000162433	130.83333333333334	123.5
ENSMUSG00000028528	149.57142857142858	116	ENSG00000116675	145.8	157
ENSMUSG00000028530	158	158	ENSG00000162434	145.25	140
ENSMUSG00000028532	454	454	ENSG00000158966	302.4	141
ENSMUSG00000028533	243	243	ENSG00000205442	137.5	137.5
ENSMUSG00000028536	145	95	ENSG00000253313	100.33333333333333	98
ENSMUSG00000028538	215.25	165	ENSG00000126091	122.47058823529412	147
ENSMUSG00000028539	219.14285714285714	150	ENSG00000117407	154.5	79.5
ENSMUSG00000028540	176	176	ENSG00000132768	158.5	158.5
ENSMUSG00000028541	115.6	52	ENSG00000117411	313.5	288.5
ENSMUSG00000028542	105.25	73	ENSG00000196517	101.54545454545455	90
ENSMUSG00000028544	96	64.5	ENSG00000117834	41	50
ENSMUSG00000028545	169	169	ENSG00000162373	60	60
ENSMUSG00000028546	181.6	95	ENSG00000162374	163.6153846153846	151
ENSMUSG00000028549	99	99	ENSG00000142856	76.5	76.5
ENSMUSG00000028550	238.33333333333334	137	ENSG00000125703	100.33333333333333	91
ENSMUSG00000028551	605.6666666666666	226	ENSG00000123080	670.4	124
ENSMUSG00000028552	135.5	135.5	ENSG00000085832	71.28571428571429	57.5
ENSMUSG00000028553	51	51	ENSG00000132855	47	47
ENSMUSG00000028555	67.66666666666667	62	ENSG00000085831	110.5	91
ENSMUSG00000028556	153	153	ENSG00000116641	79	104
ENSMUSG00000028557	193.66666666666666	109	ENSG00000123091	484	484
ENSMUSG00000028558	171	119	NA	NA	NA
ENSMUSG00000028559	84.66666666666667	79	ENSG00000117859	106.21428571428571	84.5
ENSMUSG00000028560	229.5	217	ENSG00000162607	226.66666666666666	259
ENSMUSG00000028563	40	40	ENSG00000162604	112.33333333333333	21
ENSMUSG00000028565	230	165	ENSG00000162599	139.68	100
ENSMUSG00000028567	165	165	ENSG00000117862	385.5	385.5
ENSMUSG00000028568	142.16666666666666	77	ENSG00000134717	66	76
ENSMUSG00000028571	68.66666666666667	72	ENSG00000134716	27	27
ENSMUSG00000028572	189.5	189.5	ENSG00000134709	112	121
ENSMUSG00000028573	77	85	ENSG00000172456	78.16666666666667	73.5
ENSMUSG00000028575	66.5	66.5	ENSG00000120160	88	88
ENSMUSG00000028576	88	88	ENSG00000096872	84.4	105
ENSMUSG00000028577	219	219	ENSG00000137055	192.5	192.5
ENSMUSG00000028578	92	92	ENSG00000120159	122.75	110
ENSMUSG00000028580	82.2	82	ENSG00000134644	91.42857142857143	83
ENSMUSG00000028581	223	223	ENSG00000162511	29	29
ENSMUSG00000028582	75.5	75.5	ENSG00000154222	92	125
ENSMUSG00000028583	258.5	258.5	ENSG00000162493	133.8181818181818	97
ENSMUSG00000028584	412	412	ENSG00000162494	410	410
ENSMUSG00000028587	66.5	66.5	ENSG00000085840	81.75	73.5
ENSMUSG00000028589	168	168	ENSG00000157330	118.5	118.5
ENSMUSG00000028591	78	84.5	NA	NA	NA
ENSMUSG00000028593	64	64	ENSG00000204518	462	462
ENSMUSG00000028597	165.5	165.5	ENSG00000116157	39	39
ENSMUSG00000028599	69	69	ENSG00000028137	95	95
ENSMUSG00000028600	87	72.5	ENSG00000174348	106.6	96
ENSMUSG00000028601	55.333333333333336	63	ENSG00000121310	73.66666666666667	67
ENSMUSG00000028602	63	63	ENSG00000120949	131.375	91
ENSMUSG00000028603	112.5	112.5	ENSG00000116171	88.3	81
ENSMUSG00000028607	119	119	ENSG00000157184	134.2	131
ENSMUSG00000028608	54.166666666666664	47	ENSG00000162384	59	59
ENSMUSG00000028609	103	103	ENSG00000162385	60.5	60.5
ENSMUSG00000028610	68	68	ENSG00000143006	55	55
ENSMUSG00000028613	229.6	136	ENSG00000157193	166.5	132.5
ENSMUSG00000028614	305	305	ENSG00000058804	35	35
ENSMUSG00000028617	136	136	ENSG00000116212	183.6	197
ENSMUSG00000028618	266	266	ENSG00000116209	317.5	100.5
ENSMUSG00000028619	130.2	63	ENSG00000116205	141.25	162
ENSMUSG00000028621	98.4	46	ENSG00000256407	82	82
ENSMUSG00000028622	73	73	ENSG00000116221	97.66666666666667	77
ENSMUSG00000028626	330	330	ENSG00000049089	89	89
ENSMUSG00000028629	178	30	ENSG00000164002	243.28571428571428	137
ENSMUSG00000028630	380	380	ENSG00000127334	271.6666666666667	389
ENSMUSG00000028631	72	72	ENSG00000117013	307	307
ENSMUSG00000028633	69	69	ENSG00000171793	134.83333333333334	116.5
ENSMUSG00000028634	219.6	197	ENSG00000127124	299.5	247
ENSMUSG00000028635	304	304	ENSG00000127129	82	82
ENSMUSG00000028636	54.666666666666664	67	ENSG00000127125	89.8	23
ENSMUSG00000028637	140.03571428571428	110.5	ENSG00000186409	425.63157894736844	556
ENSMUSG00000028639	241	241	ENSG00000065978	148	148
ENSMUSG00000028640	169.33333333333334	200	ENSG00000087510	239	239
ENSMUSG00000028641	56.2	42	ENSG00000117385	70.33333333333333	57
ENSMUSG00000028642	70.25	80.5	NA	NA	NA
ENSMUSG00000028643	126.25	130.5	ENSG00000177868	98.33333333333333	51
ENSMUSG00000028644	95.8	85	ENSG00000164010	108	124
ENSMUSG00000028645	244	244	ENSG00000117394	212.5	212.5
ENSMUSG00000028646	88	88	ENSG00000116954	126	126
ENSMUSG00000028647	200	200	ENSG00000274944	135	135
ENSMUSG00000028648	125.75	127	ENSG00000168653	45.333333333333336	53
ENSMUSG00000028649	223.66666666666666	171	ENSG00000127603	145.44444444444446	127
ENSMUSG00000028651	19	19	ENSG00000084072	17.5	17.5
ENSMUSG00000028653	13	13	ENSG00000043514	99.72727272727273	110
ENSMUSG00000028654	213.33333333333334	207	ENSG00000116990	181	31
ENSMUSG00000028655	155	155	ENSG00000168389	170	145.5
ENSMUSG00000028656	115.2	98	ENSG00000131236	184.28571428571428	50
ENSMUSG00000028657	8.666666666666666	10	ENSG00000131238	45.714285714285715	22
ENSMUSG00000028661	69	69	ENSG00000070886	109.5	109.5
ENSMUSG00000028664	99	126	ENSG00000133216	49.75	21
ENSMUSG00000028668	138	138	ENSG00000011007	33	33
ENSMUSG00000028669	129	129	ENSG00000057757	79	98
ENSMUSG00000028670	69.33333333333333	71	ENSG00000011009	57.5	51.5
ENSMUSG00000028671	80.33333333333333	62	ENSG00000117308	33.75	29.5
ENSMUSG00000028672	33	33	ENSG00000117305	13.5	13.5
ENSMUSG00000028673	69	69	ENSG00000179163	4	4
ENSMUSG00000028675	133.33333333333334	177	ENSG00000189266	135.33333333333334	158.5
ENSMUSG00000028676	480	480	ENSG00000188529	63.666666666666664	62.5
ENSMUSG00000028677	168.14285714285714	144	ENSG00000187147	242	276
ENSMUSG00000028678	244.5	244.5	ENSG00000142945	223.5	223.5
ENSMUSG00000028680	99	99	ENSG00000173846	87	87
ENSMUSG00000028681	281	281	ENSG00000117425	166.5	166.5
ENSMUSG00000028683	51.333333333333336	69	ENSG00000070785	109.25	99
ENSMUSG00000028684	63	63	ENSG00000126088	250.66666666666666	91.5
ENSMUSG00000028687	27.5	27.5	ENSG00000288208	195	195
